Matric percentage,Intermediate percentage,SGPA in BS First semester,SGPA in BS Second semester,SGPA in BS Third semester,SGPA in BS Fourth semester,SGPA in BS Fifth semester,CGPA in BS Fifth semester
-0.068650202733448,0.3731731939570454,-0.0451110994228329,-0.067895344191949,0.6439156220963518,-0.2698711772300741,2.78,2.78
-0.3520366050884875,0.0103383090494222,-0.3205803985599774,-0.2773190114882433,0.8064250098682919,-0.3083489036710808,2.96,2.77
-0.7414857545237787,-1.4573288004019138,-0.0325897676438715,-0.6787143738061403,-0.0264356024629008,0.6920719837950922,2.74,2.75
-0.1531689543130223,-1.0110418919655386,-0.6210923612550447,0.1764322676537276,0.867366030282769,-0.4237820829941008,2.76,2.73
0.4948081411303763,-0.4831171344249449,-0.0451110994228329,0.0717204340055804,0.2782694996094865,-0.3468266301120875,2.67,2.73
0.4798930673222157,-1.0273694617863798,-0.1077177583176383,-0.067895344191949,-0.3514543780067811,-0.1736768611275578,2.91,2.72
0.6605311834432656,-0.6482070070579155,0.4432208399566512,0.9268670754654484,-0.3920817249497661,-1.1356200221527242,2.46,2.71
0.6141287315956564,1.9242923269371337,0.3931355128408066,0.3684039626753303,-0.8796098882655856,-0.9432313899476908,2.72,2.67
-0.1531689543130223,-0.3343548316128207,0.5684341577462626,-0.2773190114882433,-0.3920817249497661,-0.9239925267271868,2.56,2.64
0.3904026244732545,0.6870253694021402,-0.3080590667810166,-0.6263584569820664,-0.6358458066076763,-0.2313934507890674,3.15,2.64
-3.697984829385722,1.1333122778385154,-2.0860881793934967,-0.4169347896857721,-0.6358458066076763,0.1149060871799927,2.35,2.64
-0.2741467752014298,0.1917557515032338,0.3430501857249621,0.2287881844778007,-0.5139637657787212,-1.020186842829704,2.44,2.61
0.705276404867745,1.0335326844889197,0.0049742276930116,-1.1324656529481103,-0.6967868270221534,0.076428360738986,3.0,2.61
0.3589152464338059,1.2639328364052596,-0.4207510527916666,0.0019125449068156,-0.5952184596646912,-0.1351991346865511,2.69,2.61
1.0068923418772024,0.0284800532948024,-0.6711776883708893,-0.3471269005870073,-0.1686313167633479,0.6151165309130787,3.37,2.6
-0.4696999651306403,-0.5502415881328561,0.0550595548088561,-0.4518387342351544,0.1157601118375463,-0.6738873048606439,2.33,2.57
1.1278701627656122,-0.5339140183120125,0.3680928492828844,-0.5390985956086108,-1.509333765881853,-0.2698711772300741,2.67,2.56
2.075805964795338,2.105709769390945,-0.2078884125493274,-0.6263584569820664,-0.6358458066076763,-0.2698711772300741,2.65,2.55
-0.3188919966259116,-1.19245933441935,0.4181781763987289,0.2985960735765655,-0.9608645821515556,-1.2125754750347375,2.28,2.54
0.1931922041209167,0.4239700778441129,-0.3331017303389388,-0.8183301520036691,-0.1889449902348409,0.1918615400620052,2.35,2.53
-0.1680840281211806,-2.3480884428501283,0.6811261437569126,0.2287881844778007,-1.265569684223943,-1.1356200221527242,2.06,2.5
1.3234233526948225,-0.1710791334043892,-1.1970736230872567,-0.4867426787845368,-0.6764731535506604,-0.4814986726556104,3.11,2.48
-1.765654156017433,0.4239700778441129,0.4181781763987289,-1.097561708398728,-1.224942337280958,-0.4237820829941008,2.45,2.47
0.2760537252773613,-1.4736563702227576,0.1552302090405453,-0.8183301520036691,-1.3874517250528982,-0.9817091163886974,2.65,2.43
0.5312672104392118,0.3731731939570454,0.2053155361563898,-0.067895344191949,-0.3920817249497661,-1.3472475175782606,1.87,2.43
0.0871294570406675,0.0103383090494222,-0.545964370581278,-1.167369597497493,-0.249886010649318,-0.1736768611275578,2.3,2.41
-0.3338070704340698,0.2262250655694576,-0.1327604218755606,-1.5164090429913164,-0.6764731535506604,-0.6354095784196372,2.59,2.4
-0.1133954241579274,-1.4899839400435986,-0.3080590667810166,-2.0574201835067427,-0.4733364188357362,-0.3853043565530942,2.9,2.39
0.6638456442895228,-0.6645345768787565,0.0049742276930116,-0.6961663460808312,-1.7937251944827484,-0.8470370738451736,2.61,2.39
-0.1084237328885405,-0.3524965758582008,0.6059981530831458,-0.7310702906302136,-1.1233739699234957,-1.6935470555473202,2.31,2.38
-2.479920468385986,0.1754281816823902,-0.082675094759716,-0.1027992887413314,-1.0014919290945408,-1.1356200221527242,1.93,2.34
0.8262542257561548,-0.4504619947832602,0.4933061670724958,-0.6961663460808312,-2.3015670312700607,-0.8855148002861802,2.24,2.33
1.1427852365737727,0.2425526353903013,-0.8589976650553062,-1.167369597497493,-0.7171005004936455,-0.1929157243480607,2.63,2.32
0.8859145209887949,-0.1039546796964807,-0.758827010823617,-0.9579459302011986,-0.8796098882655856,-1.020186842829704,1.93,2.17
-1.457409297315459,0.9845499750263886,0.0049742276930116,-2.45881554582464,-0.4936500923072282,-2.347668405044433,2.13,2.17
-0.6205079336353689,0.5382630665900133,-0.3957083892337443,-0.5565505678833016,-1.346824378109913,-1.6358304658858105,1.93,2.16
0.0572993094243486,-2.776233607041123,-4.878345166101829,-1.4116972093431692,-0.7171005004936455,-1.8089802348703403,2.62,2.15
0.4036604678582877,-0.6318794372370717,-0.9967323146238783,-1.3418893202444049,-1.7124705005967784,-0.6354095784196372,2.28,2.13
1.232275679422734,-1.0110418919655386,-0.3957083892337443,-1.498957070716625,-1.7530978475397634,-1.1740977485937307,1.81,2.05
0.2992549512011659,-0.5339140183120125,-0.6836990201498502,1.1537427150364334,-1.265569684223943,-2.020607730295877,2.58,2.03
0.7500216262922245,0.8847703816767928,-4.878345166101829,-2.3017477953524192,0.7251703159823218,0.7305497102360988,3.32,-1.0
